month_year,Lat,Lon,cv_y,mean_y,median_y,std_y,value_y
Apr 2024,-35.3,-36.893,0.050042484,38.879982,37.600098,1.9456509,poc
Apr 2024,-35.176,-36.755,0.025102325,37.94983,38.199707,0.9526289,poc
Apr 2024,-34.918,-36.467,0.031152641,40.228516,40.600098,1.2532245,poc
Apr 2024,-34.829,-36.369,0.14239056,36.319824,36.799805,5.1716003,poc
Apr 2024,-34.705,-36.225,0.04419139,38.679882,38.399902,1.7093178,poc
Apr 2024,-34.585,-36.092,0.10582536,39.166584,39.999756,4.144818,poc
Apr 2024,-34.581,-36.091,0.10582536,39.166584,39.999756,4.144818,poc
Apr 2024,-34.497,-36.003,0.06501843,39.1999,39.799805,2.548716,poc
Apr 2024,-34.268,-35.748,0.07975064,40.079784,39.199707,3.1963885,poc
Apr 2024,-34.17,-35.639,0.07722042,38.679787,37.799805,2.9868693,poc
Apr 2024,-34.063,-35.522,0.05993965,39.1333,38.0,2.3456364,poc
Apr 2024,-34.06,-36.627,0.05406214,40.049927,39.19995,2.1651847,poc
Apr 2024,-33.956,-35.404,0.1132525,41.499756,41.499756,4.699951,poc
Apr 2024,-33.851,-35.287,0.063432604,41.559864,41.799805,2.6362505,poc
Apr 2024,-33.829,-35.266,0.063432604,41.559864,41.799805,2.6362505,poc
Apr 2024,-33.808,-35.239,0.063432604,41.559864,41.799805,2.6362505,poc
Apr 2024,-33.689,-35.109,0.13689482,43.099854,43.099854,5.9001465,poc
Apr 2024,-33.603,-35.009,0.018871015,47.69995,47.69995,0.9001465,poc
Apr 2024,-33.496,-34.89,0.07315742,43.533203,41.799805,3.184777,poc
Apr 2024,-33.379,-34.769,0.014501277,40.599934,40.399902,0.5887509,poc
Apr 2024,-33.263,-34.646,0.053207815,41.899902,41.5,2.2294023,poc
Apr 2024,-33.156,-34.526,0.030756244,39.1333,38.600098,1.2035934,poc
Apr 2024,-33.05,-34.413,0.06283114,38.19995,38.19995,2.4001465,poc
Apr 2024,-32.85,-34.193,0.06223085,36.727184,37.399902,2.285564,poc
Apr 2024,-32.814,-34.156,0.06223085,36.727184,37.399902,2.285564,poc
Apr 2024,-32.67,-34.001,0.049158063,34.899982,35.30005,1.7156155,poc
Apr 2024,-32.556,-33.876,0.048963774,34.625,34.80005,1.6953707,poc
Apr 2024,-32.45,-33.757,0.050971486,34.249878,33.999756,1.7457671,poc
Apr 2024,-32.375,-33.675,0.03877687,34.599934,34.299805,1.3416772,poc
Apr 2024,-32.373,-33.674,0.03877687,34.599934,34.299805,1.3416772,poc
Apr 2024,-32.278,-33.576,0.14744054,33.275024,34.80005,4.9060874,poc
Apr 2024,-32.038,-33.318,0.15023986,36.94983,35.599854,5.5513372,poc
Apr 2024,-31.922,-33.187,0.05970636,35.257114,34.600098,2.105074,poc
Apr 2024,-31.808,-33.072,0.032196667,35.033203,34.799805,1.1279523,poc
Apr 2024,-31.699,-32.975,0.031255167,38.399902,38.399902,1.2001953,poc
Apr 2024,-31.614,-32.888,0.005261907,37.999756,37.999756,0.19995117,poc
Apr 2024,-31.608,-32.892,0.005261907,37.999756,37.999756,0.19995117,poc
Apr 2024,-31.598,-32.847,0.07871999,39.249878,39.899902,3.08975,poc
Apr 2024,-31.513,-32.754,0.071034536,36.599854,36.599854,2.5998535,poc
Apr 2024,-31.404,-32.639,0.050645534,38.466473,37.399902,1.948155,poc
Apr 2024,-31.305,-32.541,0.023625983,38.099854,38.099854,0.9001465,poc
Apr 2024,-31.191,-32.415,0.060432058,38.55005,38.30005,2.3296587,poc
Apr 2024,-31.109,-32.327,0.016557941,37.33317,37.0,0.6181605,poc
Apr 2024,-30.977,-32.187,0.04414486,35.149902,34.799805,1.5516876,poc
Apr 2024,-30.889,-32.086,0.05939713,37.749878,38.099854,2.2422345,poc
Apr 2024,-30.755,-31.945,0.053585183,35.56665,35.80005,1.9058455,poc
