Cruise,Depth,Lat,Lon,DateTime,allo,alphabetacar,butfuco,chl_c1c2,chl_c3,diadino,diato,dv_chl_a,fuco,hexfuco,lut,neo,perid,pras,tot_chl_a,tot_chl_b,tot_chl_c,viola,zea
AMT20,1.4,45.1974,-19.9337,2010-10-16T13:05,0.001,0.02,0.075,0.046,0.038,0.046,0.001,0.195,0.024,0.185,0.001,0,0.01,0,0.185,0.077,0.084,0.001,0.077
AMT20,1.6,43.5496,-21.3642,2010-10-17T05:52,0.001,0.016,0.082,0.051,0.043,0.02,0.001,0.119,0.025,0.173,0.001,0,0.018,0,0.187,0.054,0.094,0.003,0.048
AMT20,2.7,40.9943,-23.4794,2010-10-18T05:35,0.001,0.011,0.028,0.016,0.019,0.014,0.001,0.107,0.005,0.078,0.001,0,0.004,0,0.091,0.01,0.035,0.001,0.001
AMT20,2,40.1274,-24.1928,2010-10-18T13:06,0.001,0.011,0.018,0.013,0.014,0.019,0.001,0.097,0.01,0.048,0.001,0,0.002,0,0.073,0.011,0.027,0.001,0.047
AMT20,1.3,38.2815,-25.6456,2010-10-19T06:00,0.001,0.006,0.016,0.01,0.012,0.011,0.001,0.002,0.004,0.036,0.001,0,0.002,0,0.065,0.005,0.022,0.001,0.026
AMT20,2.6,33.8424,-30.2035,2010-10-21T14:03,0.001,0.005,0.017,0.008,0.01,0.007,0.001,0.035,0.004,0.033,0.001,0,0.002,0,0.051,0.005,0.018,0.003,0.017
AMT20,1.4,32.429,-31.8056,2010-10-22T06:56,0.001,0.004,0.007,0.005,0.006,0.009,0.001,0.025,0.01,0.018,0.001,0,0.002,0,0.033,0.005,0.011,0.002,0.034
AMT20,1.8,31.7304,-32.5631,2010-10-22T14:09,0.001,0.004,0.006,0.003,0.005,0.012,0.001,0.03,0.009,0.021,0.002,0,0.002,0,0.033,0.006,0.008,0.001,0.034
AMT20,3,30.2962,-34.1839,2010-10-23T06:35,0.001,0.005,0.006,0.011,0.006,0.005,0.001,0.033,0.001,0.024,0.001,0,0.002,0,0.038,0.005,0.017,0.001,0.03
AMT20,2.8,29.6102,-34.9013,2010-10-23T14:10,0.001,0.004,0.008,0.002,0.006,0.015,0.001,0.024,0.006,0.024,0.001,0,0.002,0,0.033,0.005,0.008,0.003,0.03
AMT20,2.4,28.1128,-36.5083,2010-10-24T07:00,0.001,0.004,0.008,0.005,0.006,0.007,0.001,0.028,0.003,0.02,0.001,0,0.002,0,0.037,0.005,0.011,0.001,0.023
AMT20,3.3,27.4516,-37.2334,2010-10-24T14:03,0.001,0.006,0.006,0.005,0.005,0.015,0.001,0.031,0.008,0.034,0.001,0,0.002,0,0.07,0.01,0.01,0.001,0.023
AMT20,3.5,25.984,-38.7833,2010-10-25T06:39,0.001,0.005,0.008,0.005,0.007,0.01,0.001,0.026,0.001,0.033,0.001,0,0.002,0,0.062,0.005,0.012,0.004,0.017
AMT20,5.5,25.2703,-39.5304,2010-10-25T14:10,0.001,0.007,0.012,0.008,0.013,0.011,0.001,0.039,0.001,0.051,0.001,0,0.002,0,0.063,0.007,0.021,0.004,0.024
AMT20,2.5,23.7651,-41.1073,2010-10-26T06:48,0.002,0.003,0.004,0.004,0.006,0.011,0.001,0.023,0.001,0.027,0.001,0,0.002,0,0.056,0.005,0.01,0.002,0.017
AMT20,1.7,22.9636,-40.532,2010-10-26T14:06,0.001,0.013,0.009,0.008,0.009,0.009,0.001,0.042,0.001,0.034,0.001,0,0.002,0,0.132,0.005,0.017,0.001,0.029
AMT20,1.6,21.213,-39.2911,2010-10-27T06:40,0.001,0.005,0.006,0.005,0.001,0.009,0.001,0.034,0.001,0.023,0.001,0,0.002,0,0.041,0.005,0.006,0.003,0.025
AMT20,2.3,20.431,-38.739,2010-10-27T14:08,0.002,0.005,0.003,0.004,0.001,0.011,0.001,0.04,0.001,0.018,0.003,0,0.002,0,0.038,0.005,0.005,0.001,0.035
AMT20,2.5,18.691,-37.5228,2010-10-28T07:00,0.001,0.005,0.005,0.005,0.005,0.011,0.001,0.045,0.004,0.023,0.001,0,0.002,0,0.05,0.006,0.01,0.004,0.036
AMT20,2.1,17.9128,-36.9839,2010-10-28T14:07,0.001,0.008,0.004,0.004,0.006,0.017,0.001,0.04,0.007,0.022,0.001,0,0.002,0,0.051,0.005,0.01,0.003,0.054
AMT20,2.1,16.1883,-35.8048,2010-10-29T06:41,0.001,0.013,0.005,0.007,0.007,0.011,0.001,0.092,0.008,0.032,0.001,0,0.002,0,0.091,0.005,0.014,0.001,0.067
AMT20,1.6,15.4238,-35.2855,2010-10-29T14:07,0.001,0.009,0.004,0.004,0.004,0.014,0.001,0.064,0.003,0.02,0.001,0,0.002,0,0.063,0.005,0.008,0.001,0.061
AMT20,1.9,13.4658,-33.9539,2010-10-30T07:00,0.001,0.012,0.006,0.007,0.006,0.009,0.001,0.11,0.01,0.023,0.001,0,0.002,0,0.062,0.005,0.013,0.001,0.055
AMT20,2.2,12.5455,-33.3289,2010-10-30T14:08,0.001,0.022,0.008,0.008,0.009,0.021,0.001,0.161,0.009,0.028,0.001,0,0.002,0,0.08,0.009,0.017,0.001,0.1
AMT20,9.7,10.5718,-31.9983,2010-10-31T07:14,0.001,0.018,0.006,0.008,0.008,0.007,0.001,0.15,0.009,0.027,0.001,0,0.002,0,0.076,0.003,0.016,0.002,0.08
AMT20,4.3,9.7516,-31.4572,2010-10-31T14:12,0.001,0.018,0.007,0.01,0.007,0.006,0.001,0.137,0.007,0.025,0.003,0,0.002,0,0.086,0.005,0.017,0.001,0.079
AMT20,2.9,7.8171,-30.1599,2010-11-01T06:39,0.002,0.013,0.008,0.008,0.007,0.012,0.001,0.083,0.001,0.006,0.003,0,0.002,0,0.074,0.005,0.015,0.002,0.07
AMT20,2.7,6.7873,-29.484,2010-11-01T14:12,0.002,0.009,0.006,0.004,0.004,0.021,0.001,0.06,0.002,0.021,0.002,0,0.002,0,0.063,0.005,0.008,0.002,0.06
AMT20,3.1,4.7998,-28.1611,2010-11-02T05:51,0.01,0.018,0.007,0.005,0.006,0.011,0.001,0.106,0.002,0.024,0.001,0,0.002,0,0.117,0.005,0.011,0.002,0.091
AMT20,1.3,-3.8472,-25.014,2010-11-05T06:07,0.001,0.004,0.004,0.005,0.003,0.008,0.001,0.041,0.001,0.019,0.003,0,0.002,0,0.024,0.005,0.008,0.001,0.041
AMT20,2.2,-4.8906,-25.0296,2010-11-05T13:11,0.001,0.004,0.003,0.004,0.001,0.02,0.001,0.052,0.002,0.01,0.001,0,0.002,0,0.03,0.005,0.005,0.003,0.048
AMT20,2.8,-6.0543,-23.7602,2010-11-06T05:46,0.001,0.006,0.005,0.005,0.005,0.009,0.001,0.054,0.004,0.008,0.001,0,0.002,0,0.029,0.005,0.01,0.001,0.049
AMT20,2,-6.2674,-22.6974,2010-11-06T13:09,0.001,0.006,0.007,0.006,0.004,0.015,0.001,0.065,0.001,0.012,0.001,0,0.002,0,0.037,0.009,0.01,0.002,0.061
AMT20,2.1,-12.5292,-19.022,2010-11-10T04:30,0.001,0.006,0.007,0.007,0.004,0.013,0.001,0.046,0.002,0.019,0.001,0,0.002,0,0.032,0.005,0.011,0.001,0.059
AMT20,1.4,-13.4733,-19.9666,2010-11-10T13:07,0.001,0.004,0.005,0.004,0.005,0.016,0.001,0.039,0.004,0.015,0.001,0,0.002,0,0.027,0.02,0.009,0.001,0.045
AMT20,3.2,-15.3313,-21.8412,2010-11-11T04:28,0.001,0.003,0.003,0.003,0.001,0.012,0.001,0.01,0.001,0.018,0.001,0,0.002,0,0.029,0.016,0.004,0.001,0.019
AMT20,4,-16.3161,-22.8417,2010-11-11T13:07,0.001,0.003,0.005,0.005,0.001,0.01,0.001,0.027,0.004,0.017,0.001,0,0.002,0,0.045,0.019,0.006,0.001,0.016
AMT20,1.7,-20.3796,-25.0892,2010-11-13T04:31,0.002,0.003,0.003,0.004,0.003,0.017,0.001,0.015,0.013,0.015,0.001,0,0.002,0,0.033,0.016,0.007,0.001,0.015
AMT20,3.2,-21.7052,-25.0971,2010-11-13T13:05,0.001,0.003,0.002,0.004,0.002,0.022,0.001,0.013,0.004,0.017,0.001,0,0.002,0,0.028,0.005,0.006,0.001,0.015
AMT20,2.7,-23.8378,-26.5665,2010-11-14T04:55,0.001,0.003,0.001,0.004,0.003,0.014,0.001,0.021,0.005,0.021,0.003,0,0.002,0,0.034,0.018,0.007,0.001,0.024
AMT20,3.9,-24.8191,-27.3597,2010-11-14T13:30,0.001,0.004,0.006,0.004,0.004,0.022,0.001,0.025,0.007,0.018,0.001,0,0.002,0,0.034,0.021,0.008,0.001,0.033
AMT20,3,-26.8573,-29.0661,2010-11-15T05:36,0.077,0.006,0.007,0.006,0.006,0.001,0.001,0.006,0.012,0.026,0.005,0,0.005,0,0.043,0.068,0.012,0.014,0.002
AMT20,2.6,-27.9154,-29.9846,2010-11-15T14:10,0.079,0.007,0.006,0.005,0.006,0.011,0.001,0.007,0.011,0.02,0.001,0,0.002,0,0.044,0.071,0.011,0.02,0.008
AMT20,2,-29.9423,-31.8229,2010-11-16T05:31,0.055,0.006,0.005,0.007,0.006,0.001,0.001,0.006,0.01,0.026,0.001,0,0.002,0,0.041,0.066,0.013,0.015,0.004
AMT20,1.5,-30.9977,-32.8167,2010-11-16T14:23,0.024,0.003,0.011,0.005,0.005,0.01,0.002,0.003,0.013,0.033,0.001,0,0.002,0,0.064,0.102,0.01,0.028,0.001
AMT20,2.2,-33.0444,-34.8454,2010-11-17T05:30,0.029,0.004,0.009,0.009,0.007,0.001,0.001,0.004,0.014,0.04,0.001,0,0.002,0,0.072,0.115,0.016,0.027,0.007
AMT20,3,-34.1072,-35.9253,2010-11-17T14:12,0.023,0.003,0.009,0.007,0.006,0.004,0.002,0.003,0.011,0.035,0.001,0,0.002,0,0.057,0.09,0.013,0.028,0.008
AMT20,2.7,-36.0874,-38.0892,2010-11-18T05:32,0.093,0.012,0.053,0.028,0.028,0.001,0.002,0.012,0.032,0.104,0.001,0,0.004,0,0.179,0.287,0.056,0.039,0.004
AMT20,6,-37.0936,-39.229,2010-11-18T14:11,0.107,0.01,0.026,0.014,0.009,0.003,0.002,0.01,0.011,0.033,0.001,0,0.002,0,0.098,0.157,0.023,0.025,0.006
AMT20,4.7,-38.9224,-41.4561,2010-11-19T05:38,0.039,0.015,0.106,0.079,0.081,0.001,0.002,0.015,0.083,0.277,0.001,0,0.039,0,0.432,0.691,0.16,0.058,0.045
AMT20,5.7,-39.7914,-42.5517,2010-11-19T14:12,0.052,0.027,0.24,0.189,0.193,0.023,0.006,0.027,0.232,0.665,0.001,0,0.066,0,0.892,1.427,0.382,0.245,0.046
AMT20,2.1,-41.6548,-45.0941,2010-11-20T06:41,0.021,0.016,0.176,0.161,0.116,0.213,0.014,0.002,0.307,0.455,0.005,0,0.023,0,0.594,0.037,0.277,0.007,0.017
AMT20,2.9,-42.498,-46.2962,2010-11-20T15:12,0.001,0.013,0.14,0.115,0.089,0.263,0.037,0.002,0.201,0.37,0.002,0,0.002,0,0.487,0.005,0.204,0.004,0.004
AMT20,2.4,-44.2002,-48.9401,2010-11-21T06:30,0.038,0.02,0.216,0.061,0.129,0.214,0.012,0.002,0.148,0.681,0.001,0,0.002,0,0.814,0.049,0.19,0.002,0.002
AMT20,3.1,-45.0164,-50.2846,2010-11-21T15:12,0.018,0.011,0.063,0.042,0.061,0.113,0.018,0.002,0.071,0.334,0.001,0,0.02,0,0.402,0.038,0.103,0.001,0.021
AMT22,5,49.53025,-9.25313333333333,20121011,0.015,0.023,0.078,0.119,0.171,0.047,0.006,0,0.156,0.371,0,0.005,0.02,0.012,0.757,0.048,0.29,0.005,0.003
AMT22,5,49.29405,-12.4685,20121012,0.003,0.017,0.065,0.058,0.06,0.025,0.004,0.045,0.028,0.155,0.003,0.004,0.027,0.003,0.38,0.047,0.118,0.004,0.048
AMT22,5,49.2200166666667,-13.4996333333333,20121012,0.003,0.019,0.108,0.082,0.085,0.032,0.004,0.048,0.037,0.216,0.003,0.005,0.028,0.003,0.482,0.056,0.167,0.004,0.049
AMT22,5,49.1140666666667,-14.9476666666667,20121012,0.003,0.01,0.075,0.076,0.085,0.036,0.004,0,0.038,0.225,0.003,0.003,0.053,0.003,0.396,0.025,0.161,0.003,0.016
AMT22,5,47.8817666666667,-17.2666333333333,20121013,0.002,0.026,0.055,0.046,0.051,0.041,0.006,0.113,0.021,0.135,0.001,0.003,0.009,0.002,0.371,0.048,0.097,0.002,0.09
AMT22,5,47.1516833333333,-17.7564166666667,20121013,0.002,0.024,0.092,0.076,0.082,0.032,0.004,0.083,0.035,0.227,0.002,0.003,0.021,0.003,0.47,0.045,0.158,0.003,0.07
AMT22,5,46.1037666666667,-18.4541666666667,20121014,0.001,0.021,0.036,0.029,0.031,0.012,0.001,0.093,0.013,0.073,0.001,0.002,0.007,0.002,0.258,0.043,0.06,0.002,0.067
AMT22,5,45.3860333333333,-18.9200333333333,20121014,0,0.019,0.023,0.021,0.02,0.008,0.001,0.097,0.009,0.047,0,0,0.003,0,0.206,0.03,0.041,0.001,0.058
AMT22,5,44.7635,-19.3251666666667,20121014,0.001,0.019,0.045,0.036,0.041,0.028,0.004,0.084,0.016,0.106,0.001,0.002,0.006,0,0.287,0.031,0.077,0.002,0.06
AMT22,5,44.1292666666667,-19.7203333333333,20121014,0,0.017,0.038,0.03,0.035,0.025,0.003,0.077,0.013,0.09,0,0,0.006,0,0.246,0.024,0.065,0.001,0.065
AMT22,5,43.0924,-20.3774666666667,20121015,0.001,0.02,0.032,0.025,0.028,0.014,0.001,0.089,0.012,0.07,0.002,0.002,0.007,0,0.239,0.034,0.053,0.002,0.076
AMT22,5,41.9711333333333,-21.0703333333333,20121015,0,0.015,0.017,0.013,0.014,0.01,0.002,0.063,0.008,0.037,0,0,0.003,0,0.151,0.014,0.027,0.002,0.06
AMT22,5,41.65425,-21.2649166666667,20121015,0.001,0.015,0.019,0.016,0.014,0.008,0.001,0.071,0.008,0.037,0,0,0.002,0,0.156,0.016,0.03,0.001,0.057
AMT22,5,41.4639333333333,-21.3839833333333,20121015,0,0.012,0.017,0.015,0.013,0.008,0.001,0.077,0.009,0.033,0,0,0.002,0,0.19,0.013,0.028,0.001,0.052
