Cruise,Date,Lat,Lon,Depth,PIC,Bsi,POC
AMT28,20181012,-7.296,-24.962,5,NaN,NaN,1.467
AMT28,20181012,-7.5,-24.96,5,NaN,NaN,1.663
AMT28,20181012,-7.549,-24.959,5,NaN,NaN,1.81
AMT28,20181012,-7.598,-24.958,5,NaN,NaN,1.67
AMT28,20181012,-7.801,-24.959,5,NaN,NaN,1.468
AMT28,20181012,-7.968,-24.959,5,NaN,NaN,1.322
AMT28,20181012,-8.137,-24.957,5,NaN,NaN,1.343
AMT28,20181012,-8.329,-24.956,5,NaN,NaN,1.277
AMT28,20181012,-8.446,-24.956,5,NaN,NaN,NaN
AMT28,20181012,-8.665,-24.954,5,NaN,NaN,1.477
AMT28,20181012,-8.763,-24.948,5,NaN,NaN,1.398
AMT28,20181012,-8.907,-24.946,5,NaN,NaN,1.48
AMT28,20181012,-9.077,-24.952,5,NaN,NaN,1.46
AMT28,20181012,-9.257,-24.952,5,NaN,NaN,1.887
AMT28,20181012,-9.397,-24.949,5,NaN,NaN,2.023
AMT28,20181012,-9.582,-24.948,5,NaN,NaN,1.827
AMT28,20181012,-9.765,-24.947,5,NaN,NaN,1.665
AMT28,20181012,-9.974,-24.945,5,NaN,NaN,1.697
AMT28,20181012,-10.143,-24.944,5,NaN,NaN,1.698
AMT28,20181012,-10.323,-24.942,5,NaN,NaN,1.735
AMT28,20181013,-10.487,-24.942,5,NaN,NaN,1.888
AMT28,20181013,-10.653,-24.943,5,NaN,NaN,1.943
AMT28,20181013,-10.813,-24.939,5,NaN,NaN,1.762
AMT28,20181013,-10.996,-24.938,5,NaN,NaN,1.705
AMT28,20181013,-11.223,-24.938,5,NaN,NaN,1.677
AMT28,20181013,-11.262,-24.939,5,NaN,NaN,1.518
AMT28,20181013,-11.355,-24.933,5,NaN,NaN,1.462
AMT28,20181013,-11.537,-24.936,5,NaN,NaN,1.575
AMT28,20181013,-11.691,-24.934,5,NaN,NaN,1.277
AMT28,20181013,-11.877,-24.933,5,NaN,NaN,1.708
AMT28,20181013,-12.028,-24.932,5,NaN,NaN,1.537
AMT28,20181013,-12.083,-24.93,5,NaN,NaN,1.525
AMT28,20181013,-12.102,-24.928,5,NaN,NaN,1.652
AMT28,20181013,-12.304,-24.94,5,NaN,NaN,1.692
AMT28,20181013,-12.491,-24.98,5,NaN,NaN,1.535
AMT28,20181013,-12.177,-24.97,5,NaN,NaN,1.667
AMT28,20181013,-12.823,-24.958,5,NaN,NaN,1.535
AMT28,20181013,-13.026,-24.95,5,NaN,NaN,1.432
AMT28,20181013,-13.218,-24.955,5,NaN,NaN,1.493
AMT28,20181013,-13.414,-24.96,5,NaN,NaN,1.62
AMT28,20181013,-13.603,-24.964,5,NaN,NaN,1.575
AMT28,20181013,-13.783,-24.967,5,NaN,NaN,1.495
AMT28,20181014,-13.969,-24.971,5,NaN,NaN,1.398
AMT28,20181014,-14.145,-24.977,5,NaN,NaN,1.38
AMT28,20181014,-14.339,-24.979,5,NaN,NaN,1.797
AMT28,20181014,-14.541,-24.984,5,NaN,NaN,1.44
AMT28,20181014,-14.75,-24.989,5,NaN,NaN,1.355
AMT28,20181014,-14.779,-24.986,5,NaN,NaN,1.7
AMT28,20181014,-14.878,-24.989,5,NaN,NaN,1.645
AMT28,20181014,-15.065,-24.997,5,NaN,NaN,1.527
AMT28,20181014,-15.279,-25.003,5,NaN,NaN,1.277
AMT28,20181014,-15.422,-25.997,5,NaN,NaN,1.307
AMT28,20181014,-15.564,-25.003,5,NaN,NaN,1.458
AMT28,20181014,-15.716,-25.014,5,NaN,NaN,1.375
AMT28,20181014,-15.913,-25.023,5,NaN,NaN,1.473
AMT28,20181014,-16.032,-25.024,5,NaN,NaN,1.463
AMT28,20181014,-16.197,-25.031,5,NaN,NaN,1.095
AMT28,20181014,-16.36,-25.042,5,NaN,NaN,1.273
AMT28,20181014,-16.502,-25.043,5,NaN,NaN,1.192
AMT28,20181014,-16.655,-25.047,5,NaN,NaN,1.412
AMT28,20181014,-16.826,-25.052,5,NaN,NaN,1.433
AMT28,20181014,-17.988,-25.056,5,NaN,NaN,78.106
AMT28,20181014,-17.143,-25.06,5,NaN,NaN,1.339
AMT28,20181014,-17.322,-25.066,5,NaN,NaN,1.099
AMT28,20181014,-17.471,-25.069,5,NaN,NaN,1.323
AMT28,20181015,-17.639,-25.072,5,NaN,NaN,1.291
AMT28,20181015,-17.816,-25.078,5,NaN,NaN,1.331
AMT28,20181015,-17.955,-25.083,5,NaN,NaN,1.379
AMT28,20181015,-18.129,-25.086,5,NaN,NaN,1.323
AMT28,20181015,-18.279,-25.091,5,NaN,NaN,1.188
AMT28,20181015,-18.339,-25.087,5,NaN,NaN,1.373
AMT28,20181015,-18.436,-25.089,5,NaN,NaN,1.171
AMT28,20181015,-18.551,-25.09,5,NaN,NaN,1.15
AMT28,20181015,-18.553,-25.09,5,NaN,NaN,1.323
AMT28,20181015,-18.539,-25.092,5,NaN,NaN,1.043
AMT28,20181015,-18.5585,-25.089,5,NaN,NaN,NaN
AMT28,20181015,-18.578,-25.086,5,NaN,NaN,1.393
AMT28,20181015,-18.573,-25.085,5,NaN,NaN,1.269
AMT28,20181015,-18.547,-25.08,5,NaN,NaN,1.437
AMT28,20181015,-18.544,-25.08,5,NaN,NaN,1.304
AMT28,20181015,-18.613,-25.085,5,NaN,NaN,1.174
AMT28,20181015,-18.798,-25.084,5,NaN,NaN,1.264
AMT28,20181015,-18.951,-25.084,5,NaN,NaN,1.37
AMT28,20181015,-19.152,-25.085,5,NaN,NaN,1.228
AMT28,20181015,-19.341,-25.084,5,NaN,NaN,1.314
AMT28,20181015,-19.473,-25.083,5,NaN,NaN,1.359
AMT28,20181016,-19.643,-25.078,5,NaN,NaN,1.338
AMT28,20181016,-19.81,-25.075,5,NaN,NaN,1.246
AMT28,20181016,-19.975,-25.073,5,NaN,NaN,1.503
AMT28,20181016,-20.152,-25.069,5,NaN,NaN,1.17
AMT28,20181016,-20.373,-25.066,5,NaN,NaN,1.386
AMT28,20181016,-20.38,-25.059,5,NaN,NaN,1.175
AMT28,20181016,-20.433,-25.064,5,NaN,NaN,1.088
AMT28,20181016,-20.617,-25.061,5,NaN,NaN,1.3
AMT28,20181016,-20.97,-25.058,5,NaN,NaN,1.29
AMT28,20181016,-20.792,-25.055,5,NaN,NaN,1.245
AMT28,20181016,-21.131,-25.051,5,NaN,NaN,1.278
AMT28,20181016,-21.49,-25.046,5,NaN,NaN,1.195
AMT28,20181016,-21.609,-25.048,5,NaN,NaN,1.558
AMT28,20181016,-21.737,-25.044,5,NaN,NaN,1.189
AMT28,20181016,-21.938,-25.036,5,NaN,NaN,1.444
AMT28,20181016,-22.086,-25.118,5,NaN,NaN,1.261
AMT28,20181016,-22.231,-25.032,5,NaN,NaN,1.358
AMT28,20181016,-22.41,-25.129,5,NaN,NaN,1.486
AMT28,20181016,-22.584,-25.026,5,NaN,NaN,1.563
AMT28,20181016,-22.807,-25.123,5,NaN,NaN,1.386
AMT28,20181016,-22.956,-25.017,5,NaN,NaN,1.301
AMT28,20181016,-23.148,-25.016,5,NaN,NaN,1.271
AMT28,20181017,-23.338,-25.013,5,NaN,NaN,1.35
AMT28,20181017,-23.496,-25.009,5,NaN,NaN,1.39
AMT28,20181017,-23.625,-25.006,5,NaN,NaN,0.931
AMT28,20181017,-23.791,-25.003,5,NaN,NaN,1.465
AMT28,20181017,-23.978,-25,5,NaN,NaN,1.376
AMT28,20181017,-24,-25,5,NaN,NaN,1.404
AMT28,20181017,-24.068,-25.064,5,NaN,NaN,1.394
AMT28,20181017,-24.199,-25.191,5,NaN,NaN,1.261
AMT28,20181017,-24.332,-25.334,5,NaN,NaN,1.371
AMT28,20181017,-24.462,-25.463,5,NaN,NaN,1.454
AMT28,20181017,-24.584,-25.598,5,NaN,NaN,1.538
AMT28,20181017,-24.814,-25.821,5,NaN,NaN,1.654
AMT28,20181017,-24.906,-25.903,5,NaN,NaN,1.526
AMT28,20181017,-25.005,-26.007,5,NaN,NaN,1.647
AMT28,20181017,-25.128,-26.143,5,NaN,NaN,1.594
AMT28,20181017,-25.26,-26.27,5,NaN,NaN,1.637
AMT28,20181017,-25.378,-26.389,5,NaN,NaN,1.436
AMT28,20181017,-25.427,-26.464,5,NaN,NaN,1.461
AMT28,20181017,-25.541,-26.579,5,NaN,NaN,1.934
AMT28,20181017,-25.684,-26.716,5,NaN,NaN,1.75
AMT28,20181017,-25.802,-26.822,5,NaN,NaN,1.683
AMT28,20181017,-25.937,-981.583,5,NaN,NaN,1.797
AMT28,20181018,-26.083,-27.107,5,NaN,NaN,1.611
AMT28,20181018,-26.239,-27.255,5,NaN,NaN,1.614
AMT28,20181018,-26.354,-27.354,5,NaN,NaN,1.561
AMT28,20181018,-26.489,-27.489,5,NaN,NaN,1.587
AMT28,20181018,-26.623,-27.623,5,NaN,NaN,1.381
AMT28,20181018,-26.655,-27.655,5,NaN,NaN,1.8
AMT28,20181018,-26.671,-27.671,5,NaN,NaN,1.476
AMT28,20181018,-26.819,-27.819,5,NaN,NaN,1.369
AMT28,20181018,-26.981,-27.981,5,NaN,NaN,1.447
AMT28,20181018,-27.103,-27.103,5,NaN,NaN,1.307
AMT28,20181018,-27.242,-28.242,5,NaN,NaN,1.38
AMT28,20181018,-27.25,-28.25,5,NaN,NaN,1.387
AMT28,20181018,-27.253,-28.253,5,NaN,NaN,1.113
AMT28,20181018,-27.411,-28.411,5,NaN,NaN,1.394
AMT28,20181018,-27.549,-28.549,5,NaN,NaN,1.206
AMT28,20181018,-27.63,-28.63,5,NaN,NaN,1.517
AMT28,20181018,-27.762,-28.762,5,NaN,NaN,1.343
AMT28,20181018,-27.873,-28.873,5,NaN,NaN,1.839
AMT28,20181018,-27.01,-29.01,5,NaN,NaN,1.85
AMT28,20181018,-28.134,-29.134,5,NaN,NaN,1.65
AMT28,20181018,-28.193,-29.263,5,NaN,NaN,1.841
AMT28,20181018,-28.32,-29.396,5,NaN,NaN,1.676
AMT28,20181018,-28.446,-29.527,5,NaN,NaN,1.544
AMT28,20181019,-28.564,-29.649,5,NaN,NaN,1.777
AMT28,20181019,-28.698,-29.788,5,NaN,NaN,1.574
AMT28,20181019,-28.822,-29.916,5,NaN,NaN,1.653
AMT28,20181019,-28.94,-30.035,5,NaN,NaN,1.587
AMT28,20181019,-29.105,-30.205,5,NaN,NaN,1.543
AMT28,20181019,-29.128,-30.223,5,NaN,NaN,1.619
AMT28,20181019,-29.195,-30.302,5,NaN,NaN,1.61
AMT28,20181019,-29.305,-30.418,5,NaN,NaN,1.427
AMT28,20181019,-29.426,-30.544,5,NaN,NaN,1.401
AMT28,20181019,-29.568,-30.681,5,NaN,NaN,NaN
AMT28,20181019,-29.672,-30.781,5,NaN,NaN,1.573
AMT28,20181019,-29.916,-31.047,5,NaN,NaN,1.81
AMT28,20181019,-30.006,-31.15,5,NaN,NaN,1.86
AMT28,20181019,-30.121,-31.272,5,NaN,NaN,1.946
AMT28,20181019,-30.263,-31.415,5,NaN,NaN,1.79
AMT28,20181019,-30.388,-31.554,5,NaN,NaN,1.759
AMT28,20181019,-30.485,-31.66,5,NaN,NaN,1.711
AMT28,20181019,-30.628,-31.81,5,NaN,NaN,1.739
AMT28,20181019,-30.755,-31.945,5,NaN,NaN,1.487
AMT28,20181019,-30.889,-32.086,5,NaN,NaN,1.827
AMT28,20181019,-30.977,-32.187,5,NaN,NaN,1.621
AMT28,20181019,-31.109,-32.327,5,NaN,NaN,1.776
AMT28,20181020,-31.191,-32.415,5,NaN,NaN,1.517
AMT28,20181020,-31.305,-32.541,5,NaN,NaN,1.633
AMT28,20181020,-31.404,-32.639,5,NaN,NaN,1.84
AMT28,20181020,-31.513,-32.754,5,NaN,NaN,1.827
AMT28,20181020,-31.598,-32.847,5,NaN,NaN,1.887
AMT28,20181020,-31.614,-32.888,5,NaN,NaN,1.731
AMT28,20181020,-31.608,-32.892,5,NaN,NaN,1.989
AMT28,20181020,-31.699,-32.975,5,NaN,NaN,1.86
AMT28,20181020,-31.808,-33.072,5,NaN,NaN,1.801
AMT28,20181020,-31.922,-33.187,5,NaN,NaN,1.774
AMT28,20181020,-32.038,-33.318,5,NaN,NaN,1.539
AMT28,20181020,-32.278,-33.576,5,NaN,NaN,1.83
AMT28,20181020,-32.373,-33.674,5,NaN,NaN,1.698
AMT28,20181020,-32.375,-33.675,5,NaN,NaN,1.415
AMT28,20181020,-32.45,-33.757,5,NaN,NaN,1.807
AMT28,20181020,-32.556,-33.876,5,NaN,NaN,1.757
AMT28,20181020,-32.67,-34.001,5,NaN,NaN,1.81
AMT28,20181020,-32.814,-34.156,5,NaN,NaN,2.263
AMT28,20181020,-32.85,-34.193,5,NaN,NaN,1.902
AMT28,20181020,-33.05,-34.413,5,NaN,NaN,1.752
AMT28,20181020,-33.156,-34.526,5,NaN,NaN,1.908
AMT28,20181020,-33.263,-34.646,5,NaN,NaN,2.917
AMT28,20181021,-33.379,-34.769,5,NaN,NaN,2.212
AMT28,20181021,-33.496,-34.89,5,NaN,NaN,1.702
AMT28,20181021,-33.603,-35.009,5,NaN,NaN,1.9
AMT28,20181021,-33.689,-35.109,5,NaN,NaN,1.838
AMT28,20181021,-33.808,-35.239,5,NaN,NaN,1.772
AMT28,20181021,-33.829,-35.266,5,NaN,NaN,2.162
AMT28,20181021,-33.851,-35.287,5,NaN,NaN,2.473
AMT28,20181021,-33.956,-35.404,5,NaN,NaN,1.965
AMT28,20181021,-34.063,-35.522,5,NaN,NaN,2.198
AMT28,20181021,-34.17,-35.639,5,NaN,NaN,2.303
AMT28,20181021,-34.268,-35.748,5,NaN,NaN,2.36
AMT28,20181021,-34.497,-36.003,5,NaN,NaN,2.302
AMT28,20181021,-34.581,-36.091,5,NaN,NaN,2.44
AMT28,20181021,-34.585,-36.092,5,NaN,NaN,2.986
AMT28,20181021,-34.705,-36.225,5,NaN,NaN,2.37
AMT28,20181021,-34.829,-36.369,5,NaN,NaN,2.474
AMT28,20181021,-34.918,-36.467,5,NaN,NaN,2.306
AMT28,20181021,-34.06,-36.627,5,NaN,NaN,2.344
AMT28,20181021,-35.176,-36.755,5,NaN,NaN,3.002
AMT28,20181021,-35.3,-36.893,5,NaN,NaN,2.962
AMT28,20181021,-35.404,-37.009,5,NaN,NaN,2.76
AMT28,20181021,-35.52,-37.142,5,NaN,NaN,2.706
AMT28,20181022,-35.638,-37.265,5,NaN,NaN,2.686
AMT28,20181022,-35.759,-37.402,5,NaN,NaN,3.246
AMT28,20181022,-35.88,-37.54,5,NaN,NaN,4.972
AMT28,20181022,-36.018,-37.7,5,NaN,NaN,6.074
AMT28,20181022,-36.144,-37.843,5,NaN,NaN,4.726
AMT28,20181022,-36.167,-37.866,5,NaN,NaN,3.468
AMT28,20181022,-36.202,-37.907,5,NaN,NaN,4.042
AMT28,20181022,-36.334,-38.059,5,NaN,NaN,3.998
AMT28,20181022,-36.449,-38.184,5,NaN,NaN,3.74
AMT28,20181022,-36.564,-38.32,5,NaN,NaN,3.85
AMT28,20181022,-36.688,-38.461,5,NaN,NaN,3.214
AMT28,20181022,-36.927,-38.728,5,NaN,NaN,3.328
AMT28,20181022,-37.012,-38.835,5,NaN,NaN,4.436
AMT28,20181022,-37.083,-38.905,5,NaN,NaN,3.525
AMT28,20181022,-37.188,-39.036,5,NaN,NaN,6.768
AMT28,20181022,-37.326,-39.188,5,NaN,NaN,3.433
AMT28,20181022,-37.41,-39.287,5,NaN,NaN,4.15
AMT28,20181022,-37.55,-39.448,5,NaN,NaN,7.58
AMT28,20181022,-37.681,-39.598,5,NaN,NaN,7.453
AMT28,20181022,-37.782,-39.717,5,NaN,NaN,4.357
AMT28,20181022,-37.9,-39.85,5,NaN,NaN,4.14
AMT28,20181022,-38.012,-39.98,5,NaN,NaN,4.507
AMT28,20181023,-38.132,-40.119,5,NaN,NaN,5.703
AMT28,20181023,-38.252,-40.258,5,NaN,NaN,7.227
AMT28,20181023,-38.349,-40.373,5,NaN,NaN,7.923
AMT28,20181023,-38.467,-40.508,5,NaN,NaN,7.45
AMT28,20181023,-38.57,-40.629,5,NaN,NaN,7.147
AMT28,20181023,-38.584,-40.654,5,NaN,NaN,5.153
AMT28,20181023,-38.609,-40.687,5,NaN,NaN,4.693
AMT28,20181023,-38.723,-40.81,5,NaN,NaN,6.373
AMT28,20181023,-38.839,-40.942,5,NaN,NaN,6.587
AMT28,20181023,-39.538,-41.068,5,NaN,NaN,5.333
AMT28,20181023,-39.028,-41.163,5,NaN,NaN,7.757
AMT28,20181023,-39.106,-41.282,5,NaN,NaN,9.51
AMT28,20181023,-39.167,-41.396,5,NaN,NaN,9.807
AMT28,20181023,-39.209,-41.475,5,NaN,NaN,7.823
AMT28,20181023,-39.21,-41.475,5,NaN,NaN,8.247
AMT28,20181023,-39.278,-41.566,5,NaN,NaN,7.463
AMT28,20181023,-39.389,-41.703,5,NaN,NaN,7.827
AMT28,20181023,-39.472,-41.803,5,NaN,NaN,7.34
AMT28,20181023,-39.57,-41.923,5,NaN,NaN,6.477
AMT28,20181023,-39.664,-42.041,5,NaN,NaN,7.903
AMT28,20181023,-39.759,-42.158,5,NaN,NaN,7.773
AMT28,20181023,-39.855,-42.273,5,NaN,NaN,7.233
AMT28,20181023,-39.957,-42.398,5,NaN,NaN,7.17
AMT28,20181024,-40.06,-42.51,5,NaN,NaN,7.183
AMT28,20181024,-40.158,-42.636,5,NaN,NaN,6.56
AMT28,20181024,-40.269,-42.775,5,NaN,NaN,6.533
AMT28,20181024,-40.373,-42.903,5,NaN,NaN,7.51
AMT28,20181024,-40.492,-42.079,5,NaN,NaN,7.127
AMT28,20181024,-40.52,-43.082,5,NaN,NaN,6.657
AMT28,20181024,-40.565,-43.133,5,NaN,NaN,6.687
AMT28,20181024,-40.65,-43.23,5,NaN,NaN,5.65
AMT28,20181024,-40.796,-43.389,5,NaN,NaN,4.637
AMT28,20181024,-40.916,-43.52,5,NaN,NaN,4.543
AMT28,20181024,-41.02,-43.632,5,NaN,NaN,4.563
AMT28,20181024,-41.146,-43.77,5,NaN,NaN,4.677
AMT28,20181024,-41.289,-43.927,5,NaN,NaN,4.64
AMT28,20181024,-41.37,-44.013,5,NaN,NaN,4.64
AMT28,20181024,-41.371,-44.014,5,NaN,NaN,4.787
AMT28,20181024,-41.481,-44.145,5,NaN,NaN,5.32
AMT28,20181024,-41.599,-44.282,5,NaN,NaN,5.583
AMT28,20181024,-41.719,-44.426,5,NaN,NaN,5.473
AMT28,20181024,-41.843,-44.573,5,NaN,NaN,5.393
AMT28,20181024,-41.993,-44.75,5,NaN,NaN,6.26
AMT28,20181024,-42.068,-44.832,5,NaN,NaN,5.985
AMT28,20181024,-42.184,-44.953,5,NaN,NaN,7.008
AMT28,20181024,-42.306,-45.104,5,NaN,NaN,6.533
AMT28,20181025,-42.418,-45.243,5,NaN,NaN,7.355
AMT28,20181025,-42.526,-45.377,5,NaN,NaN,6.54
AMT28,20181025,-42.636,-45.519,5,NaN,NaN,6.035
AMT28,20181025,-42.754,-45.662,5,NaN,NaN,3.623
AMT28,20181025,-42.871,-45.805,5,NaN,NaN,5.828
AMT28,20181025,-42.974,-45.939,5,NaN,NaN,4.48
AMT28,20181025,-43.005,-45.982,5,NaN,NaN,6.018
AMT28,20181025,-43.019,-46.006,5,NaN,NaN,5.065
AMT28,20181025,-43.135,-46.136,5,NaN,NaN,5.263
AMT28,20181025,-43.268,-46.305,5,NaN,NaN,3.788
AMT28,20181025,-43.358,-46.418,5,NaN,NaN,5.623
AMT28,20181025,-43.464,-46.551,5,NaN,NaN,6.463
AMT28,20181025,-43.596,-46.713,5,NaN,NaN,6.003
AMT28,20181025,-43.699,-46.839,5,NaN,NaN,6.06
AMT28,20181025,-43.791,-46.955,5,NaN,NaN,5.39
AMT28,20181025,-43.853,-47.035,5,NaN,NaN,5.598
AMT28,20181025,-43.966,-47.181,5,NaN,NaN,4.99
AMT28,20181025,-44.079,-47.328,5,NaN,NaN,5.365
AMT28,20181025,-44.175,-47.447,5,NaN,NaN,5.098
AMT28,20181025,-44.282,-47.589,5,NaN,NaN,6.273
AMT28,20181025,-44.393,-47.729,5,NaN,NaN,5.25
AMT28,20181025,-44.489,-47.851,5,NaN,NaN,6.473
AMT28,20181025,-44.593,-47.984,5,NaN,NaN,5.86
AMT28,20181025,-44.696,-48.116,5,NaN,NaN,5.095
AMT28,20181026,-44.806,-48.263,5,NaN,NaN,4.658
AMT28,20181026,-44.921,-48.404,5,NaN,NaN,4.698
AMT28,20181026,-45.024,-48.541,5,NaN,NaN,4.985
AMT28,20181026,-45.118,-48.662,5,NaN,NaN,4.563
AMT28,20181026,-45.231,-48.812,5,NaN,NaN,5.29
AMT28,20181026,-45.297,-48.896,5,NaN,NaN,4.418
AMT28,20181026,-45.345,-48.956,5,NaN,NaN,4.71
AMT28,20181026,-45.456,-48.101,5,NaN,NaN,4.255
AMT28,20181026,-45.47,-49.118,5,NaN,NaN,3.953
AMT28,20181026,-45.606,-49.443,5,NaN,NaN,5.28
AMT28,20181026,-45.711,-49.562,5,NaN,NaN,4.063
AMT28,20181026,-45.833,-49.701,5,NaN,NaN,5.08
AMT28,20181026,-45.931,-49.792,5,NaN,NaN,5.273
AMT28,20181026,-46.018,-49.872,5,NaN,NaN,5.908
AMT28,20181026,-46.094,-49.958,5,NaN,NaN,6.497
AMT28,20181026,-46.199,-50.079,5,NaN,NaN,6.447
AMT28,20181026,-46.302,-50.191,5,NaN,NaN,6.943
AMT28,20181026,-46.394,-50.29,5,NaN,NaN,6.023
AMT28,20181026,-46.516,-50.426,5,NaN,NaN,6.18
AMT28,20181026,-46.634,-50.555,5,NaN,NaN,5.26
AMT28,20181026,-46.742,-50.664,5,NaN,NaN,5.43
AMT28,20181026,-46.876,-50.799,5,NaN,NaN,6.43
AMT28,20181026,-46.932,-50.87,5,NaN,NaN,6.368
AMT28,20181027,-47.093,-51.106,5,NaN,NaN,5.573
AMT28,20181027,-47.156,-51.195,5,NaN,NaN,5.013
AMT28,20181027,-47.247,-51.324,5,NaN,NaN,4.37
AMT28,20181027,-47.321,-51.435,5,NaN,NaN,4.163
AMT28,20181027,-47.432,-51.599,5,NaN,NaN,2.307
AMT28,20181027,-47.503,-51.705,5,NaN,NaN,4.233
AMT28,20181027,-47.565,-51.774,5,NaN,NaN,4.993
AMT28,20181027,-47.603,-51.814,5,NaN,NaN,3.553
AMT28,20181027,-47.707,-51.955,5,NaN,NaN,4.2
AMT28,20181027,-47.749,-52.086,5,NaN,NaN,4.623
AMT28,20181027,-47.86,-52.236,5,NaN,NaN,3.045
AMT28,20181027,-47.933,-52.353,5,NaN,NaN,3.643
AMT28,20181027,-48.014,-52.436,5,NaN,NaN,2.77
AMT28,20181027,-48.115,-52.572,5,NaN,NaN,2.423
AMT28,20181027,-48.199,-52.692,5,NaN,NaN,3.913
