Cruise,Lat,Lon,DateTime,Depth,Nitrite,NitrateNitrite,Phosphate,Silicate
AMT25,-30.9355,-28.0865,26-Oct-2015 14:06:00,6.7,NaN,0.02,0.07,0.85
AMT25,-32.39,-29.8533,27-Oct-2015 05:08:00,6.4,NaN,0.02,0.05,0.54
AMT25,-33.3325,-31.0739,27-Oct-2015 13:59:00,3.1,NaN,0.02,0.11,0.36
AMT25,-35.3339,-33.646,28-Oct-2015 06:02:00,2.8,NaN,0.04,0.14,0.7
AMT25,-36.3629,-34.9804,28-Oct-2015 14:55:00,2.9,NaN,1.86,0.22,0.94
AMT25,-38.4792,-37.7521,29-Oct-2015 05:57:00,3.6,NaN,3.49,0.35,1.62
AMT25,-39.8742,-39.6579,29-Oct-2015 14:58:00,2.7,NaN,4.23,0.36,1.54
AMT25,-41.6779,-42.2299,30-Oct-2015 06:03:00,3.2,NaN,6.79,0.6,1.78
AMT25,-44.5917,-46.3548,31-Oct-2015 06:00:00,3.1,NaN,10.12,0.76,2.13
AMT25,-45.6503,-48.0106,31-Oct-2015 15:00:00,3.1,NaN,10.22,0.76,2.24
AMT25,-48.8725,-53.107,11-Feb-2015 07:08:00,7.3,NaN,22.11,1.5,9.19
AMT25,-49.7765,-54.5091,11-Feb-2015 16:15:00,6.9,NaN,18.09,1.2,4.02
AMT28,48.4694,-8.8366,26-Sep-2018 03:34:00,5.3,0.05,0.29,0.1,0.21
AMT28,47.9012,-10.3814,26-Sep-2018 12:10:00,7,0.08,0.44,0.12,0.39
AMT28,46.0291,-12.7325,27-Sep-2018 03:30:00,6.7,0,0,0.04,0
AMT28,44.9786,-13.5894,27-Sep-2018 12:04:00,7.5,0,0.05,0.04,0.18
AMT28,42.965,-15.2118,28-Sep-2018 03:33:00,7,0,0,0.11,0.29
AMT28,41.9117,-16.0363,28-Sep-2018 12:02:00,6.5,0,0,0,0.43
AMT28,39.7193,-17.7162,29-Sep-2018 03:29:00,6,0,0,0,0.09
AMT28,38.6308,-18.5257,29-Sep-2018 12:00:00,7.1,0,0,0.05,0.4
AMT28,36.4139,-20.1215,30-Sep-2018 04:27:00,7.5,0,0,0,0.22
AMT28,35.302,-20.9152,30-Sep-2018 13:01:00,6.8,0,0,0,0.23
AMT28,33.0469,-22.1368,10-Jan-2018 04:30:00,7.3,0,0,0,0.25
AMT28,31.924,-22.7102,10-Jan-2018 13:04:00,7,0,0,0,0.24
AMT28,29.4883,-23.9324,10-Feb-2018 04:34:00,6.5,0,0,0,0.32
AMT28,28.6091,-24.3609,10-Feb-2018 10:51:00,6.5,0,0,0,0.42
AMT28,26.2038,-25.5211,10-Mar-2018 04:32:00,6.8,0,0,0,0.31
AMT28,25.0577,-26.0568,10-Mar-2018 12:59:00,6.6,0,0,0,0.17
AMT28,22.5997,-27.2134,10-Apr-2018 04:34:00,6.3,0,0,0,0.34
AMT28,21.4472,-27.7453,10-Apr-2018 13:00:00,6.9,0,0,0,0.15
AMT28,19.0778,-28.8167,10-May-2018 04:36:00,6.5,0,0,0,0.13
AMT28,17.7473,-28.9302,10-May-2018 13:00:00,5.9,0,0,0,0.52
AMT28,15.0761,-28.6126,10-Jun-2018 04:37:00,6.3,0,0,0,0.75
AMT28,13.8122,-28.2946,10-Jun-2018 13:00:00,6.8,0,0,0,0.58
AMT28,11.447,-27.7087,10-Jul-2018 04:35:00,6.2,0,0,0,0.52
AMT28,10.0982,-27.2938,10-Jul-2018 12:58:00,7.2,0,0,0,0.6
AMT28,7.4713,-26.6501,10-Aug-2018 04:36:00,6.9,0,0,0,0.88
AMT28,6.256,-26.38,10-Aug-2018 13:00:00,5.9,0,0,0,0.97
AMT28,3.8078,-25.8358,10-Sep-2018 04:38:00,6.3,0,0,0,1.26
AMT28,0.0013,-24.9963,10-Oct-2018 04:42:00,6.3,0,0,0,1.69
AMT28,-1.151,-24.9868,10-Oct-2018 13:00:00,6.4,0,0.06,0,1.42
AMT28,-3.6894,-24.9793,10-Nov-2018 04:37:00,7.2,0,0,0,1.19
AMT28,-4.9846,-24.9732,10-Nov-2018 12:57:00,7.7,0,0.06,0,1.72
AMT28,-7.5486,-24.9587,10-Dec-2018 04:37:00,6.9,0,0.08,0,1.49
AMT28,-8.7631,-24.9484,10-Dec-2018 12:59:00,7,0,0,0,1.01
AMT28,-11.262,-24.9387,13-Oct-2018 04:33:00,6.6,0,0,0,0.9
AMT28,-12.0828,-24.9303,13-Oct-2018 10:31:00,6.4,0,0,0,1.12
AMT28,-14.7791,-24.9856,14-Oct-2018 04:33:00,7.5,0,0,0.04,1.11
AMT28,-16.0324,-25.0235,14-Oct-2018 13:05:00,6.5,0,0,0.12,0.66
AMT28,-18.3391,-25.0867,15-Oct-2018 04:33:00,6.5,0,0,0.1,0.86
AMT28,-20.38,-25.0592,16-Oct-2018 04:37:00,6.4,0,0,0.1,1.07
AMT28,-21.6037,-25.0465,16-Oct-2018 12:58:00,6.5,0,0,0.09,1.03
AMT28,-23.9999,-24.9998,17-Oct-2018 04:28:00,7,0,0,0,1.1
AMT28,-24.9059,-25.9033,17-Oct-2018 12:59:00,7.4,0,0,0,0.87
AMT28,-26.6279,-27.6554,18-Oct-2018 04:40:00,7.7,0,0,0,0.94
AMT28,-27.2,-28.2501,18-Oct-2018 10:36:00,7.3,0,0,0.08,0.9
AMT28,-29.1276,-30.2235,19-Oct-2018 04:34:00,5.8,0,0,0,0.86
AMT28,-30.0059,-31.1497,19-Oct-2018 13:00:00,7.1,0,0,0,0.85
AMT28,-31.6166,-32.8857,20-Oct-2018 04:40:00,6.2,0,0,0,0.76
AMT28,-32.3729,-33.6741,20-Oct-2018 13:04:00,7.2,0,0,0,1.11
AMT28,-33.8305,-35.2678,21-Oct-2018 04:36:00,6.5,0,0,0.08,1.48
AMT28,-34.5806,-36.0914,21-Oct-2018 13:07:00,6.6,0,0,0.11,0.68
AMT28,-36.1662,-37.8655,22-Oct-2018 04:40:00,7,0.19,1.56,0.24,1.35
AMT28,-37.0121,-38.8346,22-Oct-2018 13:10:00,7.3,0.08,0.23,0.11,1.11
AMT28,-38.584,-40.6544,23-Oct-2018 04:28:00,5.5,0.15,2.57,0.32,1.47
AMT28,-39.2094,-41.475,23-Oct-2018 13:06:00,9.4,0.26,4.23,0.53,1.4
AMT28,-40.52,-43.082,24-Oct-2018 04:36:00,7,0.18,5.74,0.6,1.29
AMT28,-41.3697,-44.0127,24-Oct-2018 13:02:00,6.7,0.24,5.23,0.54,2.21
AMT28,-43.0042,-45.9825,25-Oct-2018 05:37:00,6.3,0.17,6.64,0.64,2.14
AMT28,-43.7905,-46.9552,25-Oct-2018 14:05:00,6.3,0.18,8.88,0.81,2.33
AMT28,-45.2973,-48.8956,26-Oct-2018 05:35:00,6.1,0.19,8.75,0.76,2.39
AMT28,-46.0175,-49.8723,26-Oct-2018 14:07:00,7,0.36,9.39,0.81,3.32
AMT28,-47.5651,-51.7738,27-Oct-2018 06:35:00,5.9,0.55,9.93,0.74,4.44
AMT28,-48.1988,-52.691,27-Oct-2018 15:02:00,7.1,0.5,9.88,0.77,4.36
